Country,Year,Life_Expectancy,Adult_Mortality,Infant_Deaths,Alcohol,Percentage_Expenditure,Bmi,Under-Five_Deaths,Polio,Total_Expenditure,Diphtheria,Hiv/Aids,Thinness__1-19_Years,Thinness_5-9_Years,Income_Composition_Of_Resources,Schooling,Status_num,LifeExp_Category,Polio_Binned
88,2000,73.2,96.0,0,0.01,959.925862,64.0,1,94.0,2.51,98.0,0.1,3.2,3.1,0.786,14.1,0,1,4
89,2015,71.1,166.0,3,3.755,0.0,44.9,3,97.0,5.755,97.0,0.1,3.3,3.4,0.662,13.0,0,1,4
89,2014,78.0,17.0,3,0.01,0.0,43.9,4,95.0,6.48,96.0,0.1,3.3,3.4,0.656,12.8,0,1,4
89,2013,77.0,174.0,3,0.01,0.0,43.0,4,97.0,6.68,97.0,0.1,3.3,3.3,0.647,12.5,0,1,4
89,2012,69.9,18.0,3,0.01,0.0,42.2,4,94.0,6.97,96.0,0.1,3.2,3.3,0.638,12.3,0,1,4
89,2011,69.4,188.0,4,3.28,0.0,41.4,4,94.0,6.18,96.0,0.2,3.2,3.3,0.632,12.1,0,1,4
89,2010,68.8,199.0,4,2.73,0.0,4.7,4,88.0,6.66,96.0,0.1,3.2,3.3,0.631,12.2,0,1,4
89,2009,68.5,21.0,4,2.39,0.0,4.1,4,96.0,6.79,95.0,0.1,3.3,3.4,0.629,12.4,0,1,4
89,2008,67.6,217.0,4,2.53,0.0,39.5,4,95.0,6.7,95.0,0.2,3.3,3.4,0.624,12.6,0,1,4
89,2007,67.2,229.0,4,2.77,0.0,39.0,4,94.0,6.87,94.0,0.1,3.3,3.4,0.618,12.6,0,1,4
89,2006,66.7,234.0,4,2.48,0.0,38.5,4,93.0,6.73,92.0,0.1,3.3,3.4,0.613,12.5,0,1,4
89,2005,66.9,224.0,4,2.81,0.0,38.0,4,98.0,5.82,98.0,0.1,3.4,3.4,0.612,12.4,0,1,4
89,2004,67.1,218.0,4,3.41,0.0,37.5,4,98.0,5.57,99.0,0.1,3.4,3.4,0.609,12.5,0,1,4
89,2003,66.6,217.0,4,3.52,0.0,37.0,4,98.0,5.43,98.0,0.1,3.5,3.5,0.602,12.2,0,1,4
89,2002,66.7,215.0,4,3.31,0.0,36.5,5,99.0,5.43,98.0,0.1,3.5,3.5,0.601,12.1,0,1,4
89,2001,67.2,217.0,4,2.62,0.0,36.0,5,99.0,4.79,99.0,0.1,3.6,3.6,0.593,11.8,0,1,4
89,2000,66.6,225.0,4,2.13,0.0,35.6,5,99.0,4.68,99.0,0.1,3.6,3.6,0.586,11.4,0,1,4
90,2015,65.7,194.0,8,3.755,0.0,21.7,11,89.0,5.755,89.0,0.2,8.8,8.9,0.582,10.8,0,1,4
90,2014,65.3,199.0,8,0.01,0.0,2.9,11,88.0,1.87,88.0,0.2,8.9,9.0,0.573,10.6,0,1,4
90,2013,64.9,23.0,9,0.01,0.0,2.1,12,86.0,2.0,87.0,0.3,9.0,9.1,0.563,10.4,0,1,4
90,2012,64.4,28.0,9,0.01,0.0,19.4,12,78.0,2.12,79.0,0.3,9.1,9.2,0.554,10.2,0,1,2
90,2011,64.0,213.0,9,5.39,0.0,18.7,13,79.0,2.2,78.0,0.3,9.2,9.4,0.542,9.9,0,1,2
90,2010,63.6,218.0,10,5.95,0.0,18.0,13,76.0,2.75,74.0,0.3,9.3,9.5,0.535,9.6,0,1,2
90,2009,63.1,223.0,10,5.18,0.0,17.3,14,67.0,3.77,67.0,0.2,9.4,9.6,0.525,9.4,0,1,2
90,2008,62.6,228.0,10,5.1,0.0,16.7,14,6.0,2.77,61.0,0.2,9.6,9.7,0.518,9.2,0,1,0
90,2007,62.1,234.0,11,5.0,0.0,16.1,15,46.0,4.14,5.0,0.2,9.7,9.8,0.509,9.0,0,1,1
90,2006,61.5,24.0,11,3.69,0.0,15.5,15,56.0,4.14,57.0,0.2,9.9,9.9,0.503,9.0,0,1,1
90,2005,61.0,246.0,11,3.68,0.0,14.9,16,5.0,4.32,49.0,0.2,1.0,1.1,0.494,8.7,0,1,0
90,2004,64.0,252.0,12,3.53,0.0,14.4,16,46.0,4.54,45.0,0.2,1.1,1.2,0.485,8.6,0,1,1
90,2003,59.8,259.0,12,3.41,0.0,13.8,17,52.0,4.91,49.0,0.1,1.2,1.3,0.477,8.3,0,0,1
90,2002,59.3,265.0,13,3.33,0.0,13.3,18,55.0,4.4,53.0,0.1,1.3,1.4,0.468,8.0,0,0,1
90,2001,58.7,271.0,13,3.13,0.0,12.7,19,55.0,4.32,52.0,0.1,1.4,1.5,0.463,8.0,0,0,1
90,2000,58.1,278.0,14,5.16,0.0,12.3,20,57.0,3.41,51.0,0.1,1.5,1.5,0.459,8.0,0,0,1
91,2015,74.6,153.0,0,3.755,0.0,61.2,0,95.0,5.755,95.0,0.1,2.2,2.1,0.828,16.0,1,1,4
91,2014,74.4,156.0,0,0.01,1542.635979,6.7,0,92.0,5.88,92.0,0.1,2.2,2.2,0.822,16.0,1,1,4
91,2013,74.1,161.0,0,10.37,150.3116884,6.2,0,94.0,5.67,94.0,0.1,2.2,2.2,0.814,15.4,1,1,4
91,2012,73.8,163.0,0,10.21,1356.022164,59.8,0,91.0,5.91,91.0,0.1,2.2,2.2,0.812,15.5,1,1,4
91,2011,73.6,169.0,0,10.14,24.70841046,59.4,0,92.0,6.1,92.0,0.1,2.2,2.3,0.81,15.8,1,1,4
91,2010,72.8,18.0,0,9.8,1109.969508,58.9,0,92.0,6.55,92.0,0.1,2.2,2.3,0.815,16.0,1,1,4
91,2009,72.6,184.0,0,9.85,1137.6237,58.5,0,94.0,6.84,94.0,0.1,2.3,2.3,0.821,16.4,1,1,4
91,2008,71.9,199.0,0,11.84,253.4022338,58.1,0,94.0,6.63,94.0,0.1,2.3,2.4,0.819,16.3,1,1,4
91,2007,78.0,221.0,0,12.12,170.9884138,57.7,0,94.0,7.1,94.0,0.1,2.4,2.4,0.814,16.2,1,1,4
91,2006,75.0,229.0,0,10.4,1099.248837,57.4,0,96.0,6.8,96.0,0.1,2.4,2.5,0.807,16.2,1,1,4
91,2005,76.0,216.0,0,9.92,86.9255399,57.0,0,99.0,6.37,99.0,0.1,2.5,2.5,0.791,15.9,1,1,4
91,2004,71.0,26.0,0,8.81,80.0328375,56.6,0,99.0,6.51,99.0,0.1,2.5,2.6,0.776,15.5,1,1,4
91,2003,78.0,29.0,0,8.24,478.0644911,56.3,0,98.0,6.15,98.0,0.1,2.6,2.6,0.761,15.2,1,1,4
91,2002,73.0,219.0,0,7.44,376.4570185,56.0,0,98.0,6.29,97.0,0.1,2.7,2.7,0.746,14.8,1,1,4
91,2001,69.9,228.0,0,6.68,332.2751709,55.7,0,97.0,6.17,97.0,0.1,2.8,2.8,0.728,14.2,1,1,4
91,2000,71.0,218.0,0,7.13,291.0170765,55.4,0,96.0,6.0,96.0,0.1,2.8,2.8,0.716,13.7,1,1,4
92,2015,74.9,98.0,1,3.755,0.0,66.1,1,75.0,5.755,81.0,0.1,4.9,4.9,0.763,13.3,0,1,2
92,2014,74.8,99.0,1,1.32,140.3771361,65.4,1,75.0,6.39,81.0,0.1,4.8,4.9,0.763,13.3,0,1,2
92,2013,74.9,97.0,1,1.29,14.55610463,64.9,1,75.0,6.63,81.0,0.1,4.8,4.8,0.766,13.3,0,1,2
92,2012,75.0,93.0,1,1.53,151.1526829,64.4,1,75.0,6.99,81.0,0.1,4.8,4.8,0.763,13.3,0,1,2
92,2011,75.0,93.0,1,1.57,835.0626827,64.0,1,75.0,7.12,81.0,0.1,4.7,4.7,0.758,13.2,0,1,2
92,2010,74.9,94.0,1,1.58,805.3956346,63.5,1,75.0,7.19,81.0,0.1,4.7,4.7,0.752,13.3,0,1,2
92,2009,74.7,95.0,1,1.62,8.140373615,63.0,1,75.0,7.42,81.0,0.1,4.7,4.7,0.746,13.2,0,1,2
92,2008,74.5,98.0,1,1.67,69.13924862,62.5,1,75.0,8.7,81.0,0.1,4.7,4.7,0.74,13.1,0,1,2
92,2007,74.4,98.0,1,1.72,8.906931168,61.9,1,75.0,8.9,8.0,0.1,4.7,4.6,0.731,12.9,0,1,2
92,2006,74.1,1.0,1,1.82,534.5795695,61.4,1,75.0,8.83,78.0,0.1,4.7,4.6,0.733,13.2,0,1,2
92,2005,73.9,11.0,1,1.94,630.0540723,6.8,1,74.0,8.42,77.0,0.1,4.7,4.6,0.0,13.7,0,1,2
92,2004,73.7,13.0,1,2.1,618.3614858,6.2,1,74.0,8.91,75.0,0.1,4.7,4.6,0.0,14.2,0,1,2
92,2003,73.5,15.0,1,2.19,527.9176618,59.7,1,74.0,9.3,74.0,0.1,4.8,4.7,0.0,14.8,0,1,2
92,2002,73.2,17.0,1,1.98,70.13207838,59.1,1,77.0,1.5,77.0,0.1,4.8,4.7,0.0,15.2,0,1,2
92,2001,73.0,11.0,1,2.19,510.6035166,58.6,1,8.0,1.9,8.0,0.1,4.9,4.7,0.0,15.0,0,1,0
92,2000,72.7,112.0,1,2.26,404.3879434,57.9,1,83.0,1.86,83.0,0.1,4.9,4.8,0.0,14.9,0,1,4
93,2015,53.7,484.0,4,3.755,0.0,32.6,6,9.0,5.755,93.0,9.3,5.5,5.3,0.495,10.7,0,0,0
93,2014,52.1,522.0,4,0.01,162.1278115,32.0,6,9.0,1.62,93.0,9.4,5.8,5.6,0.491,10.8,0,0,0
93,2013,52.1,518.0,4,0.01,153.3443147,31.4,6,9.0,11.7,93.0,9.6,6.1,5.9,0.484,11.1,0,0,0
93,2012,52.2,513.0,4,0.01,168.1348992,3.8,6,93.0,11.14,95.0,9.0,6.4,6.2,0.479,11.0,0,0,4
93,2011,52.3,52.0,4,2.39,195.825251,3.2,6,95.0,11.79,96.0,10.5,6.8,6.6,0.469,11.0,0,0,4
93,2010,51.1,527.0,4,2.71,154.8705998,29.7,6,92.0,1.87,93.0,13.4,7.2,7.0,0.464,10.9,0,0,4
93,2009,49.4,566.0,4,2.75,104.3144732,29.2,6,89.0,9.8,91.0,18.2,7.6,7.4,0.453,10.8,0,0,4
93,2008,47.8,592.0,5,2.75,91.85432774,28.8,6,86.0,8.85,88.0,27.3,8.0,7.8,0.447,10.7,0,0,4
93,2007,46.2,633.0,4,2.69,9.18432717,28.3,6,87.0,8.47,88.0,30.0,8.4,8.3,0.44,10.6,0,0,4
93,2006,45.3,654.0,5,2.61,71.15577609,27.9,6,88.0,7.12,89.0,34.1,8.8,8.7,0.437,10.7,0,0,4
93,2005,44.5,675.0,5,2.67,57.90369752,27.4,6,88.0,6.3,89.0,34.8,9.3,9.2,0.437,10.7,0,0,4
93,2004,44.8,666.0,5,1.8,67.91361818,26.9,7,89.0,6.96,9.0,34.6,9.7,9.7,0.439,10.7,0,0,4
93,2003,45.5,648.0,5,1.99,5.300902041,26.4,7,9.0,7.13,9.0,33.8,1.2,1.1,0.44,10.5,0,0,0
93,2002,46.4,622.0,5,2.95,3.53457351,25.9,7,84.0,6.91,84.0,32.5,1.6,1.6,0.446,10.4,0,0,4
93,2001,47.8,586.0,5,2.86,38.57187011,25.4,7,78.0,7.53,78.0,31.2,11.1,11.1,0.443,10.3,0,0,2
93,2000,49.3,543.0,5,3.1,29.86616464,24.9,7,82.0,6.92,83.0,29.8,11.5,11.6,0.445,9.6,0,0,4
94,2015,61.4,259.0,8,3.755,0.0,27.3,11,52.0,5.755,52.0,0.9,6.5,6.4,0.427,9.9,0,1,1
94,2014,58.1,329.0,8,0.01,54.37396957,26.7,11,49.0,1.4,5.0,0.9,6.7,6.5,0.426,9.9,0,0,1
94,2013,61.1,258.0,9,0.01,45.04892458,26.1,11,75.0,9.25,76.0,1.1,6.8,6.7,0.419,9.8,0,1,2
94,2012,67.0,261.0,9,0.01,48.09891474,25.6,12,8.0,1.19,8.0,1.2,7.0,6.9,0.416,9.6,0,1,0
94,2011,62.0,266.0,9,3.72,60.44658161,25.0,12,77.0,11.23,77.0,1.5,7.2,7.0,0.406,9.5,0,1,2
94,2010,59.7,272.0,9,3.64,41.91052416,24.5,13,71.0,11.87,7.0,1.8,7.4,7.2,0.403,9.6,0,0,2
94,2009,59.2,277.0,10,3.75,5.592170255,24.0,13,84.0,14.39,81.0,2.1,7.6,7.4,0.4,9.7,0,0,4
94,2008,58.6,281.0,10,3.88,40.03344077,23.4,14,79.0,11.83,75.0,2.4,7.7,7.6,0.394,9.8,0,0,2
94,2007,57.9,286.0,10,4.03,3.686899287,22.9,14,67.0,1.24,65.0,2.8,7.9,7.8,0.383,9.9,0,0,2
94,2006,56.7,32.0,11,4.05,15.79934152,22.4,15,66.0,1.9,6.0,3.0,8.1,8.1,0.377,10.0,0,0,2
94,2005,55.3,316.0,12,4.19,22.39648813,22.0,16,66.0,8.4,6.0,3.1,8.3,8.3,0.372,10.1,0,0,2
94,2004,54.0,329.0,12,4.24,17.85870796,21.5,17,47.0,8.77,31.0,3.2,8.5,8.5,0.335,10.2,0,0,1
94,2003,50.0,42.0,13,4.21,9.758449266,21.1,18,49.0,3.44,35.0,3.2,8.7,8.7,0.373,10.3,0,0,1
94,2002,56.0,371.0,13,4.27,10.424369,2.7,19,51.0,5.43,39.0,3.1,8.8,8.9,0.376,10.4,0,0,1
94,2001,51.5,333.0,14,4.4,16.72142854,2.4,20,54.0,6.41,42.0,3.1,9.0,9.0,0.386,10.5,0,0,1
94,2000,51.9,39.0,14,4.46,12.19709744,2.2,20,56.0,5.91,46.0,3.1,9.2,9.2,0.338,8.7,0,0,1
95,2015,72.7,138.0,1,3.755,0.0,64.8,2,97.0,5.755,97.0,0.1,5.8,5.5,0.719,13.4,0,1,4
95,2014,72.4,143.0,2,0.01,0.0,63.8,2,94.0,4.97,94.0,0.1,5.7,5.5,0.73,13.4,0,1,4
95,2013,72.9,134.0,2,0.01,0.0,62.8,2,96.0,4.33,96.0,0.1,5.7,5.5,0.735,13.4,0,1,4
95,2012,72.9,133.0,2,0.01,0.0,61.8,2,98.0,4.3,98.0,0.1,5.6,5.4,0.706,13.7,0,1,4
95,2011,71.3,161.0,2,0.01,36.11567366,6.9,2,98.0,4.77,98.0,0.1,5.6,5.4,0.756,14.0,0,1,4
95,2010,72.8,132.0,2,0.01,52.50394196,59.9,2,98.0,3.5,98.0,0.1,5.6,5.4,0.755,14.3,0,1,4
95,2009,72.7,132.0,2,0.01,63.55170297,59.0,2,98.0,3.16,98.0,0.1,5.6,5.4,0.757,14.6,0,1,4
95,2008,72.6,132.0,2,0.01,532.6700005,58.2,2,98.0,2.4,98.0,0.1,5.5,5.4,0.757,14.8,0,1,4
95,2007,72.5,132.0,2,0.01,54.8789106,57.4,3,98.0,2.63,98.0,0.1,5.5,5.4,0.756,15.1,0,1,4
95,2006,72.2,134.0,2,0.01,493.415341,56.7,3,98.0,2.51,98.0,0.1,5.5,5.4,0.752,15.4,0,1,4
95,2005,71.9,138.0,2,0.01,472.3047034,56.0,3,98.0,2.71,98.0,0.1,5.5,5.4,0.748,15.7,0,1,4
95,2004,71.5,141.0,2,0.01,31.80653288,55.3,3,97.0,3.46,97.0,0.1,5.5,5.4,0.747,15.9,0,1,4
95,2003,71.3,144.0,3,0.01,295.1166511,54.6,3,95.0,4.6,95.0,0.1,5.6,5.4,0.74,16.0,0,1,4
95,2002,71.1,146.0,3,0.01,29.13434871,54.0,3,93.0,4.57,93.0,0.1,5.6,5.4,0.736,15.8,0,1,4
95,2001,71.0,147.0,3,0.01,362.3817951,53.4,3,94.0,4.6,94.0,0.1,5.6,5.5,0.732,15.7,0,1,4
95,2000,78.0,148.0,3,0.01,457.3202236,52.8,3,94.0,3.41,94.0,0.1,5.7,5.5,0.727,15.5,0,1,4
96,2015,73.6,165.0,0,3.755,0.0,62.4,0,93.0,5.755,93.0,0.1,2.6,2.6,0.846,16.5,1,1,4
96,2014,73.4,169.0,0,15.19,2211.744178,61.9,0,93.0,6.55,93.0,0.1,2.6,2.7,0.841,16.5,1,1,4
96,2013,73.0,178.0,0,15.04,1968.816817,61.4,0,93.0,6.59,93.0,0.1,2.7,2.7,0.834,16.4,1,1,4
96,2012,73.0,176.0,0,15.14,1807.071336,6.9,0,93.0,6.67,93.0,0.1,2.7,2.7,0.83,16.5,1,1,4
96,2011,72.8,18.0,0,12.66,1758.822757,6.5,0,92.0,6.86,92.0,0.1,2.7,2.8,0.826,16.7,1,1,4
96,2010,72.4,188.0,0,12.9,1423.802386,6.0,0,95.0,7.9,95.0,0.1,2.8,2.8,0.824,16.8,1,1,4
96,2009,72.2,192.0,0,12.4,1446.529217,59.7,0,98.0,7.53,98.0,0.1,2.8,2.9,0.825,16.6,1,1,4
96,2008,71.1,224.0,0,13.3,1888.149904,59.3,0,96.0,6.61,96.0,0.1,2.9,2.9,0.82,16.5,1,1,4
96,2007,72.0,24.0,0,13.4,1581.511914,59.0,0,95.0,6.22,95.0,0.1,2.9,3.0,0.812,16.4,1,1,4
96,2006,76.0,229.0,0,12.7,116.504961,58.7,0,94.0,6.2,94.0,0.1,3.0,3.0,0.807,16.4,1,1,4
96,2005,78.0,222.0,0,12.3,913.699529,58.4,0,93.0,5.83,94.0,0.1,3.0,3.1,0.798,16.2,1,1,4
96,2004,71.6,24.0,0,12.1,76.36187737,58.1,0,9.0,5.67,94.0,0.1,3.1,3.1,0.792,16.3,1,1,0
96,2003,71.6,22.0,0,11.29,80.99710054,57.8,0,91.0,6.46,94.0,0.1,3.2,3.2,0.78,15.8,1,1,4
96,2002,71.4,22.0,0,11.0,561.9168642,57.5,0,97.0,6.4,95.0,0.1,3.3,3.3,0.77,15.3,1,1,4
96,2001,71.2,21.0,0,10.2,42.87208671,57.2,0,97.0,6.26,95.0,0.1,3.3,3.3,0.757,14.7,1,1,4
96,2000,71.6,2.0,0,9.87,373.2605532,56.9,0,92.0,6.46,94.0,0.1,3.4,3.4,0.745,14.0,1,1,4
97,2015,82.0,63.0,0,3.755,0.0,61.3,0,99.0,5.755,99.0,0.1,1.0,0.9,0.896,13.9,1,2,4
97,2014,81.7,65.0,0,11.12,16255.16198,6.9,0,99.0,6.94,99.0,0.1,1.0,0.9,0.892,13.9,1,2,4
97,2013,81.4,68.0,0,11.02,15515.75234,6.5,0,99.0,7.1,99.0,0.1,0.9,0.9,0.892,13.9,1,2,4
97,2012,81.1,7.0,0,11.34,2284.58215,6.1,0,99.0,7.18,99.0,0.1,0.9,0.9,0.892,13.9,1,2,4
97,2011,88.0,72.0,0,11.5,17028.52798,59.6,0,96.0,7.34,99.0,0.1,0.9,0.9,0.894,13.9,1,2,4
97,2010,86.0,73.0,0,11.36,2267.252192,59.2,0,96.0,7.68,99.0,0.1,0.9,0.9,0.884,13.7,1,2,4
97,2009,83.0,76.0,0,11.42,2052.393076,58.8,0,96.0,8.11,99.0,0.1,0.9,0.9,0.888,13.5,1,2,4
97,2008,80.0,8.0,0,11.53,18961.3486,58.4,0,96.0,7.34,99.0,0.1,0.9,0.9,0.887,13.5,1,1,4
97,2007,79.7,82.0,0,11.75,267.051312,57.9,0,96.0,6.8,99.0,0.1,0.9,0.9,0.877,13.5,1,1,4
97,2006,79.4,85.0,0,11.98,15345.4907,57.5,0,99.0,7.75,99.0,0.1,0.9,0.9,0.88,13.5,1,1,4
97,2005,78.8,9.0,0,11.84,1346.246697,57.0,0,99.0,7.95,99.0,0.1,1.0,0.9,0.874,13.5,1,1,4
97,2004,78.7,92.0,0,12.42,12372.05188,56.4,0,99.0,8.2,99.0,0.1,1.0,0.9,0.867,13.5,1,1,4
97,2003,78.6,92.0,0,12.61,10111.38928,55.8,0,99.0,7.67,98.0,0.1,1.0,0.9,0.865,13.6,1,1,4
97,2002,78.3,95.0,0,12.91,910.5062778,55.2,0,99.0,8.27,99.0,0.1,1.0,0.9,0.86,13.5,1,1,4
97,2001,78.0,96.0,0,12.89,7877.33656,54.6,0,99.0,7.4,99.0,0.1,1.0,1.0,0.854,13.4,1,1,4
97,2000,77.8,98.0,0,13.14,8246.130437,54.0,0,99.0,7.48,99.0,0.1,1.0,1.0,0.848,13.5,1,1,4
98,2015,65.5,22.0,28,3.755,0.0,2.5,38,71.0,5.755,69.0,0.3,7.1,7.1,0.511,10.3,0,1,2
98,2014,65.1,225.0,29,0.01,5.339065673,2.0,39,73.0,3.4,73.0,0.3,7.2,7.1,0.509,10.3,0,1,2
98,2013,64.7,23.0,29,0.87,79.50882493,19.5,40,73.0,4.15,74.0,0.4,7.3,7.2,0.508,10.3,0,1,2
98,2012,64.3,235.0,30,0.87,59.97914461,19.0,42,71.0,3.46,7.0,0.4,7.4,7.3,0.506,10.2,0,1,2
98,2011,63.8,241.0,31,0.97,78.79967196,18.5,43,73.0,4.24,73.0,0.4,7.5,7.4,0.504,10.2,0,1,2
98,2010,63.3,248.0,32,1.03,76.60442169,18.0,45,7.0,4.86,7.0,0.5,7.6,7.5,0.503,10.2,0,1,0
98,2009,62.8,254.0,33,0.91,71.16601203,17.6,47,76.0,4.7,77.0,0.5,7.7,7.6,0.5,9.7,0,1,2
98,2008,62.3,259.0,34,0.68,6.448762615,17.1,49,77.0,4.5,77.0,0.5,7.8,7.7,0.491,9.4,0,1,2
98,2007,61.9,261.0,35,0.71,55.43034455,16.7,51,83.0,4.98,84.0,0.6,7.9,7.8,0.483,9.1,0,1,4
98,2006,61.4,263.0,36,0.68,38.41870375,16.3,54,83.0,5.11,85.0,0.6,8.0,7.9,0.478,9.0,0,1,4
98,2005,69.0,265.0,37,0.72,33.74786198,15.8,56,8.0,5.3,85.0,0.6,8.1,8.0,0.473,8.9,0,1,0
98,2004,64.0,267.0,38,0.81,23.72796328,15.4,58,74.0,4.89,78.0,0.6,8.2,8.1,0.466,8.7,0,1,2
98,2003,59.9,268.0,40,0.93,37.12894787,15.0,60,65.0,4.81,66.0,0.7,8.3,8.3,0.457,8.5,0,0,2
98,2002,59.3,271.0,41,0.9,47.5262138,14.7,63,61.0,5.29,62.0,0.7,8.5,8.4,0.462,8.3,0,0,2
98,2001,58.7,276.0,42,1.05,42.56331585,14.3,65,6.0,5.17,6.0,0.7,8.6,8.5,0.456,8.2,0,0,0
98,2000,57.9,283.0,44,1.16,35.66125056,13.9,68,58.0,5.8,57.0,0.6,8.7,8.6,0.0,8.0,0,0,1
99,2015,58.3,365.0,26,3.755,0.0,19.6,38,88.0,5.755,88.0,4.8,6.4,6.2,0.473,10.8,0,0,4
99,2014,57.6,377.0,27,0.01,59.48744893,19.2,40,87.0,11.38,91.0,5.1,6.5,6.3,0.466,10.7,0,0,4
99,2013,56.7,394.0,29,0.01,55.83107625,18.8,42,89.0,1.96,89.0,6.3,6.5,6.4,0.459,10.7,0,0,4
99,2012,55.3,42.0,31,0.01,82.76865922,18.4,46,95.0,12.6,96.0,8.3,6.6,6.5,0.454,10.7,0,0,4
99,2011,54.1,441.0,32,1.23,13.77617463,18.0,50,97.0,11.67,97.0,11.2,6.7,6.6,0.444,10.6,0,0,4
99,2010,52.9,462.0,35,1.08,9.728005297,17.6,54,86.0,1.5,93.0,13.7,6.8,6.7,0.43,10.2,0,0,4
99,2009,51.5,491.0,36,1.16,7.915071248,17.3,56,93.0,1.18,93.0,14.9,6.9,6.8,0.415,9.9,0,0,4
99,2008,50.0,525.0,36,1.27,74.34482999,16.9,58,92.0,1.7,91.0,16.9,7.0,6.9,0.4,9.6,0,0,4
99,2007,48.5,559.0,37,1.18,4.269511381,16.6,59,88.0,9.31,87.0,19.3,7.1,7.0,0.387,9.7,0,0,4
99,2006,47.1,587.0,38,1.18,6.847033785,16.2,61,99.0,8.99,99.0,21.1,7.3,7.1,0.377,9.6,0,0,4
99,2005,46.0,66.0,39,1.04,5.670640102,15.9,62,94.0,8.2,93.0,22.4,7.4,7.2,0.371,9.7,0,0,4
99,2004,45.1,615.0,40,1.11,58.13583343,15.5,65,94.0,7.82,89.0,23.4,7.5,7.4,0.366,10.0,0,0,4
99,2003,44.6,613.0,43,1.08,4.375316094,15.2,70,85.0,6.35,84.0,24.2,7.6,7.5,0.362,10.3,0,0,4
99,2002,44.0,67.0,46,1.1,3.885394742,14.8,75,79.0,4.82,64.0,24.7,7.7,7.6,0.388,10.4,0,0,2
99,2001,43.5,599.0,48,1.15,12.79760626,14.4,80,86.0,5.7,9.0,25.1,7.9,7.7,0.387,10.1,0,0,4
99,2000,43.1,588.0,51,1.18,13.76270195,14.1,84,73.0,6.7,75.0,25.5,8.0,7.9,0.391,10.7,0,0,2
100,2015,75.0,123.0,4,3.755,0.0,4.6,4,99.0,5.755,99.0,0.1,7.5,7.3,0.787,13.1,0,1,4
100,2014,74.8,126.0,4,0.52,721.3655432,39.5,4,97.0,4.17,97.0,0.1,7.6,7.4,0.783,13.0,0,1,4
100,2013,74.6,128.0,3,0.53,110.6779711,38.5,4,97.0,4.2,97.0,0.1,7.8,7.6,0.779,12.9,0,1,4
100,2012,74.5,129.0,3,0.53,101.609245,37.4,4,97.0,4.1,97.0,0.1,7.9,7.7,0.776,12.9,0,1,4
100,2011,74.3,13.0,3,0.51,9.23002632,36.3,4,96.0,3.89,96.0,0.1,8.0,7.8,0.774,13.0,0,1,4
100,2010,74.1,131.0,3,0.49,65.56659662,35.3,4,96.0,3.99,96.0,0.1,8.2,8.0,0.764,12.8,0,1,4
100,2009,74.0,131.0,3,0.47,431.5452472,34.4,4,97.0,3.97,97.0,0.1,8.3,8.2,0.756,12.6,0,1,4
100,2008,73.8,132.0,3,0.47,438.4519214,33.4,4,97.0,3.47,97.0,0.1,8.5,8.3,0.747,12.5,0,1,4
100,2007,73.7,133.0,3,0.43,409.9812523,32.5,4,97.0,3.61,97.0,0.1,8.7,8.5,0.736,12.3,0,1,4
100,2006,73.6,134.0,3,0.42,365.9113978,31.6,4,95.0,3.65,95.0,0.1,8.8,8.6,0.732,12.7,0,1,4
100,2005,73.4,135.0,3,0.46,297.5913833,3.7,4,96.0,3.29,96.0,0.1,9.0,8.8,0.734,12.9,0,1,4
100,2004,73.2,137.0,3,0.49,315.6639322,29.8,4,95.0,3.74,95.0,0.1,9.2,8.9,0.731,12.7,0,1,4
100,2003,73.1,138.0,3,0.48,264.2496129,28.8,4,96.0,3.95,96.0,0.1,9.3,9.1,0.724,12.1,0,1,4
100,2002,72.9,14.0,4,0.49,216.7029481,27.9,4,94.0,3.4,94.0,0.1,9.5,9.3,0.723,12.0,0,1,4
100,2001,72.7,144.0,4,0.53,210.2417002,27.0,5,95.0,3.4,96.0,0.1,9.7,9.4,0.725,11.9,0,1,4
100,2000,72.4,149.0,4,0.54,23.37167228,26.0,5,98.0,3.4,98.0,0.1,9.8,9.6,0.715,11.6,0,1,4
101,2015,78.5,61.0,0,3.755,0.0,27.4,0,99.0,5.755,99.0,0.1,13.6,13.6,0.701,12.7,0,1,4
101,2014,78.2,62.0,0,0.01,2051.748615,26.2,0,99.0,13.73,99.0,0.1,13.6,13.7,0.693,12.7,0,1,4
101,2013,77.9,64.0,0,0.01,1626.591186,25.1,0,99.0,11.16,99.0,0.1,13.7,13.8,0.683,12.4,0,1,4
101,2012,77.6,65.0,0,0.01,1259.940376,24.1,0,99.0,9.16,99.0,0.1,13.8,13.9,0.675,12.1,0,1,4
101,2011,77.3,67.0,0,1.92,1079.893546,23.1,0,96.0,8.11,96.0,0.1,13.9,14.0,0.663,11.8,0,1,4
101,2010,76.7,73.0,0,1.83,91.13971812,22.1,0,97.0,7.93,96.0,0.1,14.0,14.1,0.653,11.6,0,1,4
101,2009,76.3,75.0,0,1.59,100.503021,21.2,0,98.0,9.22,98.0,0.1,14.1,14.2,0.651,11.8,0,1,4
101,2008,75.9,81.0,0,1.76,1077.712092,2.3,0,98.0,9.3,98.0,0.1,14.2,14.3,0.641,11.8,0,1,4
101,2007,75.4,82.0,0,1.78,6.491488598,19.5,0,98.0,6.64,98.0,0.1,14.3,14.4,0.632,11.9,0,1,4
